Chr	start	end	number	type	color
chr3	4800000	4899999	5	rect	green
chr3	4900000	4999999	3	rect	green
chr3	5200000	5299999	1	rect	green
chr3	5300000	5399999	3	rect	green
chr3	5400000	5499999	2	rect	green
chr3	5500000	5599999	2	rect	green
chr3	5600000	5699999	5	rect	green
chr3	5700000	5799999	3	rect	green
chr3	5900000	5999999	3	rect	green
chr3	6000000	6099999	3	rect	green
chr3	6100000	6199999	2	rect	green
chr3	6300000	6399999	2	rect	green
chr3	6400000	6499999	1	rect	green
chr3	6500000	6599999	1	rect	green
chr3	6600000	6699999	5	rect	green
chr3	6700000	6799999	2	rect	green
chr3	6800000	6899999	1	rect	green
chr3	6900000	6999999	2	rect	green
chr3	7000000	7099999	3	rect	green
chr3	7100000	7199999	2	rect	green
chr3	7200000	7299999	3	rect	green
chr3	7400000	7499999	7	rect	green
chr3	7500000	7599999	3	rect	green
chr3	7600000	7699999	4	rect	green
chr3	7700000	7799999	6	rect	green
chr3	7800000	7899999	3	rect	green
chr3	7900000	7999999	1	rect	green
chr3	8000000	8099999	1	rect	green
chr3	8100000	8199999	5	rect	green
chr3	8200000	8299999	2	rect	green
chr3	8300000	8399999	3	rect	green
chr3	8400000	8499999	1	rect	green
chr3	8700000	8799999	1	rect	green
chr3	8900000	8999999	4	rect	green
chr3	9000000	9099999	1	rect	green
chr3	9100000	9199999	4	rect	green
chr3	9200000	9299999	5	rect	green
chr3	9300000	9399999	1	rect	green
chr3	9400000	9499999	3	rect	green
chr3	9500000	9599999	6	rect	green
chr3	9600000	9699999	1	rect	green
chr3	9700000	9799999	1	rect	green
chr3	9800000	9899999	1	rect	green
chr3	9900000	9999999	3	rect	green
chr3	10000000	10099999	1	rect	green
chr3	10100000	10199999	1	rect	green
chr3	10200000	10299999	2	rect	green
chr3	10300000	10399999	1	rect	green
chr3	10400000	10499999	4	rect	green
chr3	10500000	10599999	6	rect	green
chr3	10700000	10799999	2	rect	green
chr3	10800000	10899999	4	rect	green
chr3	10900000	10999999	5	rect	green
chr3	11000000	11099999	5	rect	green
chr3	11200000	11299999	3	rect	green
chr3	11400000	11499999	2	rect	green
chr3	11500000	11599999	4	rect	green
chr3	11600000	11699999	3	rect	green
chr3	11700000	11799999	4	rect	green
chr3	11800000	11899999	2	rect	green
chr3	11900000	11999999	4	rect	green
chr3	12000000	12099999	1	rect	green
chr3	12100000	12199999	1	rect	green
chr3	12200000	12299999	3	rect	green
chr3	12300000	12399999	1	rect	green
chr3	12400000	12499999	4	rect	green
chr3	12500000	12599999	2	rect	green
chr3	12600000	12699999	4	rect	green
chr3	12700000	12799999	7	rect	green
chr3	12800000	12899999	1	rect	green
chr3	12900000	12999999	2	rect	green
chr3	13000000	13099999	2	rect	green
chr3	13300000	13399999	4	rect	green
chr3	13400000	13499999	5	rect	green
chr3	13500000	13599999	3	rect	green
chr3	13600000	13699999	3	rect	green
chr3	13700000	13799999	4	rect	green
chr3	13800000	13899999	2	rect	green
chr3	13900000	13999999	3	rect	green
chr3	14000000	14099999	4	rect	green
chr3	14100000	14199999	2	rect	green
chr3	14200000	14299999	1	rect	green
chr3	14300000	14399999	1	rect	green
chr3	14400000	14499999	2	rect	green
chr3	14500000	14599999	5	rect	green
chr3	14600000	14699999	2	rect	green
chr3	14900000	14999999	4	rect	green
chr3	15000000	15099999	4	rect	green
chr3	15100000	15199999	3	rect	green
chr3	15200000	15299999	3	rect	green
chr3	15300000	15399999	4	rect	green
chr3	15400000	15499999	4	rect	green
chr3	15500000	15599999	3	rect	green
chr3	15600000	15699999	1	rect	green
chr3	15700000	15799999	5	rect	green
chr3	15800000	15899999	2	rect	green
chr3	16100000	16199999	3	rect	green
chr3	16400000	16499999	5	rect	green
chr3	16600000	16699999	1	rect	green
chr3	16800000	16899999	5	rect	green
chr3	16900000	16999999	1	rect	green
chr3	17000000	17099999	1	rect	green
chr3	17100000	17199999	3	rect	green
chr3	17200000	17299999	4	rect	green
chr3	17300000	17399999	1	rect	green
chr3	17500000	17599999	1	rect	green
chr3	17600000	17699999	3	rect	green
chr3	17800000	17899999	5	rect	green
chr3	17900000	17999999	2	rect	green
chr3	18200000	18299999	2	rect	green
chr3	18300000	18399999	2	rect	green
chr3	18400000	18499999	2	rect	green
chr3	18500000	18599999	3	rect	green
chr3	18600000	18699999	1	rect	green
chr3	18700000	18799999	5	rect	green
chr3	18800000	18899999	3	rect	green
chr3	18900000	18999999	3	rect	green
chr3	19000000	19099999	2	rect	green
chr3	19100000	19199999	2	rect	green
chr3	19200000	19299999	1	rect	green
chr3	19300000	19399999	1	rect	green
chr3	19400000	19499999	3	rect	green
chr3	19500000	19599999	1	rect	green
chr3	19600000	19699999	2	rect	green
chr3	19800000	19899999	1	rect	green
chr3	19900000	19999999	4	rect	green
chr3	20000000	20099999	5	rect	green
chr3	20100000	20199999	3	rect	green
chr3	20200000	20299999	1	rect	green
chr3	20500000	20599999	1	rect	green
chr3	20600000	20699999	2	rect	green
chr3	20800000	20899999	4	rect	green
chr3	21000000	21099999	1	rect	green
chr3	21100000	21199999	1	rect	green
chr3	21200000	21299999	1	rect	green
chr3	21300000	21399999	2	rect	green
chr3	21600000	21699999	1	rect	green
chr3	21700000	21799999	3	rect	green
chr3	21800000	21899999	3	rect	green
chr3	21900000	21999999	1	rect	green
chr3	22000000	22099999	4	rect	green
chr3	22100000	22199999	2	rect	green
chr3	22200000	22299999	2	rect	green
chr3	22300000	22399999	3	rect	green
chr3	22400000	22499999	2	rect	green
chr3	22500000	22599999	3	rect	green
chr3	22600000	22699999	1	rect	green
chr3	22700000	22799999	5	rect	green
chr3	22800000	22899999	1	rect	green
chr3	22900000	22999999	1	rect	green
chr3	23000000	23099999	2	rect	green
chr3	23100000	23199999	3	rect	green
chr3	23300000	23399999	3	rect	green
chr3	23400000	23499999	1	rect	green
chr3	23500000	23599999	1	rect	green
chr3	23600000	23699999	4	rect	green
chr3	23700000	23799999	1	rect	green
chr3	23800000	23899999	3	rect	green
chr3	23900000	23999999	2	rect	green
chr3	24000000	24099999	3	rect	green
chr3	24100000	24199999	1	rect	green
chr3	24200000	24299999	5	rect	green
chr3	24300000	24399999	2	rect	green
chr3	24400000	24499999	3	rect	green
chr3	24500000	24599999	1	rect	green
chr3	24600000	24699999	3	rect	green
chr3	24700000	24799999	2	rect	green
chr3	24800000	24899999	1	rect	green
chr3	24900000	24999999	2	rect	green
chr3	25000000	25099999	1	rect	green
chr3	25100000	25199999	5	rect	green
chr3	25200000	25299999	4	rect	green
chr3	25500000	25599999	2	rect	green
chr3	25600000	25699999	4	rect	green
chr3	25700000	25799999	4	rect	green
chr3	25800000	25899999	2	rect	green
chr3	25900000	25999999	3	rect	green
chr3	26000000	26099999	2	rect	green
chr3	26100000	26199999	1	rect	green
chr3	26200000	26299999	4	rect	green
chr3	26300000	26399999	4	rect	green
chr3	26400000	26499999	2	rect	green
chr3	26500000	26599999	3	rect	green
chr3	26600000	26699999	1	rect	green
chr3	26700000	26799999	1	rect	green
chr3	26800000	26899999	4	rect	green
chr3	26900000	26999999	3	rect	green
chr3	27000000	27099999	5	rect	green
chr3	27100000	27199999	1	rect	green
chr3	27200000	27299999	2	rect	green
chr3	27300000	27399999	2	rect	green
chr3	27400000	27499999	1	rect	green
chr3	27600000	27699999	2	rect	green
chr3	27800000	27899999	2	rect	green
chr3	27900000	27999999	5	rect	green
chr3	28000000	28099999	1	rect	green
chr3	28200000	28299999	1	rect	green
chr3	28300000	28399999	2	rect	green
chr3	28400000	28499999	1	rect	green
chr3	28500000	28599999	3	rect	green
chr3	28700000	28799999	2	rect	green
chr3	28800000	28899999	2	rect	green
chr3	28900000	28999999	5	rect	green
chr3	29000000	29099999	1	rect	green
chr3	29200000	29299999	5	rect	green
chr3	29300000	29399999	3	rect	green
chr3	29400000	29499999	5	rect	green
chr3	29500000	29599999	2	rect	green
chr3	29700000	29799999	3	rect	green
chr3	29800000	29899999	3	rect	green
chr3	30000000	30099999	3	rect	green
chr3	30100000	30199999	1	rect	green
chr3	30200000	30299999	1	rect	green
chr3	30300000	30399999	4	rect	green
chr3	30400000	30499999	1	rect	green
chr4	500000	599999	4	rect	green
chr4	600000	699999	3	rect	green
chr4	900000	999999	2	rect	green
chr4	1000000	1099999	3	rect	green
chr4	1300000	1399999	2	rect	green
chr4	1400000	1499999	2	rect	green
chr4	1500000	1599999	1	rect	green
chr4	1600000	1699999	1	rect	green
chr4	1700000	1799999	1	rect	green
chr4	1800000	1899999	1	rect	green
chr4	1900000	1999999	1	rect	green
chr4	2000000	2099999	3	rect	green
chr4	2200000	2299999	3	rect	green
chr4	2300000	2399999	2	rect	green
chr4	2400000	2499999	5	rect	green
chr4	2500000	2599999	6	rect	green
chr4	2600000	2699999	1	rect	green
chr4	2900000	2999999	1	rect	green
chr4	3000000	3099999	4	rect	green
chr4	3100000	3199999	2	rect	green
chr4	3200000	3299999	5	rect	green
chr4	3300000	3399999	2	rect	green
chr4	3400000	3499999	1	rect	green
chr4	3500000	3599999	6	rect	green
chr4	3800000	3899999	2	rect	green
chr4	3900000	3999999	3	rect	green
chr4	4000000	4099999	4	rect	green
chr4	4100000	4199999	2	rect	green
chr4	4400000	4499999	2	rect	green
chr4	4500000	4599999	3	rect	green
chr4	4600000	4699999	2	rect	green
chr4	4700000	4799999	3	rect	green
chr4	4800000	4899999	1	rect	green
chr4	4900000	4999999	3	rect	green
chr4	5000000	5099999	2	rect	green
chr4	5100000	5199999	1	rect	green
chr4	5300000	5399999	2	rect	green
chr4	5400000	5499999	4	rect	green
chr4	5500000	5599999	1	rect	green
chr4	5700000	5799999	4	rect	green
chr4	5800000	5899999	1	rect	green
chr4	5900000	5999999	2	rect	green
chr4	6000000	6099999	2	rect	green
chr4	6100000	6199999	1	rect	green
chr4	6200000	6299999	3	rect	green
chr4	6300000	6399999	3	rect	green
chr4	6400000	6499999	3	rect	green
chr4	6500000	6599999	5	rect	green
chr4	6700000	6799999	1	rect	green
chr4	6800000	6899999	3	rect	green
chr4	6900000	6999999	3	rect	green
chr4	7000000	7099999	5	rect	green
chr4	7100000	7199999	1	rect	green
chr4	7200000	7299999	3	rect	green
chr4	7300000	7399999	1	rect	green
chr4	7400000	7499999	1	rect	green
chr4	7500000	7599999	5	rect	green
chr4	7600000	7699999	2	rect	green
chr4	7700000	7799999	2	rect	green
chr4	7800000	7899999	4	rect	green
chr4	7900000	7999999	3	rect	green
chr4	8000000	8099999	4	rect	green
chr4	8100000	8199999	3	rect	green
chr4	8200000	8299999	4	rect	green
chr4	8300000	8399999	3	rect	green
chr4	8500000	8599999	3	rect	green
chr4	8600000	8699999	1	rect	green
chr4	8700000	8799999	5	rect	green
chr4	8800000	8899999	2	rect	green
chr4	8900000	8999999	3	rect	green
chr4	9000000	9099999	2	rect	green
chr4	9100000	9199999	4	rect	green
chr4	9200000	9299999	5	rect	green
chr4	9300000	9399999	1	rect	green
chr4	9400000	9499999	2	rect	green
chr4	9500000	9599999	1	rect	green
chr4	9600000	9699999	2	rect	green
chr4	9700000	9799999	2	rect	green
chr4	9800000	9899999	2	rect	green
chr4	9900000	9999999	5	rect	green
chr4	10000000	10099999	3	rect	green
chr4	10100000	10199999	4	rect	green
chr4	10200000	10299999	1	rect	green
chr4	10300000	10399999	3	rect	green
chr4	10400000	10499999	1	rect	green
chr4	10500000	10599999	3	rect	green
chr4	10600000	10699999	3	rect	green
chr4	10700000	10799999	2	rect	green
chr4	10800000	10899999	3	rect	green
chr4	10900000	10999999	1	rect	green
chr4	11100000	11199999	5	rect	green
chr4	11200000	11299999	5	rect	green
chr4	11300000	11399999	10	rect	green
chr4	11400000	11499999	2	rect	green
chr4	11500000	11599999	4	rect	green
chr4	11600000	11699999	2	rect	green
chr4	11700000	11799999	3	rect	green
chr4	11800000	11899999	1	rect	green
chr4	11900000	11999999	2	rect	green
chr4	12000000	12099999	3	rect	green
chr4	12100000	12199999	2	rect	green
chr4	12200000	12299999	2	rect	green
chr4	12300000	12399999	3	rect	green
chr4	12400000	12499999	2	rect	green
chr4	12500000	12599999	1	rect	green
chr4	12600000	12699999	3	rect	green
chr4	12700000	12799999	2	rect	green
chr4	12800000	12899999	1	rect	green
chr4	12900000	12999999	4	rect	green
chr4	13000000	13099999	2	rect	green
chr4	13100000	13199999	3	rect	green
chr4	13200000	13299999	2	rect	green
chr4	13300000	13399999	3	rect	green
chr4	13400000	13499999	4	rect	green
chr4	13600000	13699999	2	rect	green
chr4	13700000	13799999	3	rect	green
chr4	13900000	13999999	3	rect	green
chr4	14000000	14099999	5	rect	green
chr4	14100000	14199999	2	rect	green
chr4	14200000	14299999	1	rect	green
chr4	14300000	14399999	4	rect	green
chr4	14400000	14499999	5	rect	green
chr4	14500000	14599999	5	rect	green
chr4	14700000	14799999	4	rect	green
chr4	14800000	14899999	4	rect	green
chr4	14900000	14999999	2	rect	green
chr4	15000000	15099999	2	rect	green
chr4	15100000	15199999	3	rect	green
chr4	15200000	15299999	2	rect	green
chr4	15300000	15399999	1	rect	green
chr4	15500000	15599999	2	rect	green
chr4	15600000	15699999	3	rect	green
chr4	15700000	15799999	5	rect	green
chr4	15800000	15899999	4	rect	green
chr4	15900000	15999999	2	rect	green
chr4	16100000	16199999	1	rect	green
chr4	16200000	16299999	1	rect	green
chr4	16300000	16399999	2	rect	green
chr4	16400000	16499999	1	rect	green
chr4	16500000	16599999	1	rect	green
chr4	16600000	16699999	3	rect	green
chr4	16700000	16799999	3	rect	green
chr4	16800000	16899999	4	rect	green
chr4	16900000	16999999	3	rect	green
chr4	17000000	17099999	1	rect	green
chr4	17100000	17199999	2	rect	green
chr4	17200000	17299999	2	rect	green
chr4	17400000	17499999	2	rect	green
chr4	17500000	17599999	1	rect	green
chr4	17600000	17699999	1	rect	green
chr4	17700000	17799999	4	rect	green
chr4	17800000	17899999	1	rect	green
chr4	17900000	17999999	3	rect	green
chr4	18200000	18299999	2	rect	green
chr4	18300000	18399999	5	rect	green
chr4	18400000	18499999	3	rect	green
chr4	18500000	18599999	3	rect	green
chr4	18600000	18699999	1	rect	green
chr4	18700000	18799999	2	rect	green
chr4	18800000	18899999	2	rect	green
chr4	18900000	18999999	3	rect	green
chr4	19000000	19099999	1	rect	green
chr4	19100000	19199999	7	rect	green
chr4	19200000	19299999	3	rect	green
chr4	19300000	19399999	1	rect	green
chr4	19400000	19499999	1	rect	green
chr4	19500000	19599999	5	rect	green
chr4	19600000	19699999	1	rect	green
chr4	19700000	19799999	2	rect	green
chr4	19800000	19899999	3	rect	green
chr4	19900000	19999999	4	rect	green
chr4	20000000	20099999	3	rect	green
chr4	20100000	20199999	7	rect	green
chr4	20200000	20299999	1	rect	green
chr4	20300000	20399999	8	rect	green
chr4	20400000	20499999	1	rect	green
chr4	20500000	20599999	3	rect	green
chr4	20600000	20699999	1	rect	green
chr4	20800000	20899999	1	rect	green
chr4	21100000	21199999	1	rect	green
chr4	21200000	21299999	1	rect	green
chr4	21300000	21399999	3	rect	green
chr4	21400000	21499999	3	rect	green
chr4	21500000	21599999	3	rect	green
chr4	21600000	21699999	2	rect	green
chr4	21800000	21899999	3	rect	green
chr4	21900000	21999999	1	rect	green
chr4	22200000	22299999	1	rect	green
chr4	22400000	22499999	3	rect	green
chr4	22500000	22599999	1	rect	green
chr4	22700000	22799999	2	rect	green
chr4	22800000	22899999	5	rect	green
chr4	23000000	23099999	2	rect	green
chr4	23100000	23199999	2	rect	green
chr4	23300000	23399999	1	rect	green
chr4	23400000	23499999	1	rect	green
chr4	23500000	23599999	1	rect	green
chr4	23600000	23699999	2	rect	green
chr4	23700000	23799999	4	rect	green
chr4	23900000	23999999	2	rect	green
chr4	24000000	24099999	1	rect	green
chr4	24100000	24199999	4	rect	green
chr4	24200000	24299999	4	rect	green
chr4	24300000	24399999	3	rect	green
chr4	24400000	24499999	1	rect	green
chr4	24500000	24599999	2	rect	green
chr4	24600000	24699999	1	rect	green
chr4	24700000	24799999	5	rect	green
chr4	24800000	24899999	1	rect	green
chr4	24900000	24999999	6	rect	green
chr4	25000000	25099999	1	rect	green
chr4	25100000	25199999	3	rect	green
chr4	25200000	25299999	1	rect	green
chr4	25300000	25399999	1	rect	green
chr4	25400000	25499999	4	rect	green
chr4	25500000	25599999	3	rect	green
chr4	25700000	25799999	2	rect	green
chr4	25800000	25899999	5	rect	green
chr4	25900000	25999999	2	rect	green
chr4	26000000	26099999	3	rect	green
chr4	26100000	26199999	3	rect	green
chr4	26200000	26299999	2	rect	green
chr4	26300000	26399999	1	rect	green
chr4	26400000	26499999	1	rect	green
chr4	26600000	26699999	5	rect	green
chr4	26700000	26799999	3	rect	green
chr4	26800000	26899999	1	rect	green
chr4	26900000	26999999	2	rect	green
chr4	27000000	27099999	3	rect	green
chr4	27100000	27199999	2	rect	green
chr4	27200000	27299999	3	rect	green
chr4	27300000	27399999	1	rect	green
chr4	27400000	27499999	5	rect	green
chr4	27600000	27699999	3	rect	green
chr4	27700000	27799999	1	rect	green
chr4	27800000	27899999	6	rect	green
chr4	28200000	28299999	1	rect	green
chr4	28300000	28399999	5	rect	green
chr4	28400000	28499999	2	rect	green
chr4	28500000	28599999	1	rect	green
chr4	28600000	28699999	4	rect	green
chr4	28700000	28799999	1	rect	green
chr4	28800000	28899999	1	rect	green
chr4	28900000	28999999	2	rect	green
chr4	29000000	29099999	4	rect	green
chr5	0	99999	5	rect	green
chr5	100000	199999	3	rect	green
chr5	200000	299999	2	rect	green
chr5	300000	399999	3	rect	green
chr5	400000	499999	4	rect	green
chr5	500000	599999	3	rect	green
chr5	600000	699999	1	rect	green
chr5	700000	799999	2	rect	green
chr5	800000	899999	3	rect	green
chr5	1000000	1099999	2	rect	green
chr5	1100000	1199999	1	rect	green
chr5	1200000	1299999	4	rect	green
chr5	1400000	1499999	1	rect	green
chr5	1600000	1699999	1	rect	green
chr5	1700000	1799999	4	rect	green
chr5	1800000	1899999	2	rect	green
chr5	1900000	1999999	1	rect	green
chr5	2000000	2099999	2	rect	green
chr5	2100000	2199999	1	rect	green
chr5	2200000	2299999	2	rect	green
chr5	2300000	2399999	3	rect	green
chr5	2400000	2499999	1	rect	green
chr5	2600000	2699999	3	rect	green
chr5	2700000	2799999	4	rect	green
chr5	2800000	2899999	1	rect	green
chr5	3000000	3099999	1	rect	green
chr5	3100000	3199999	2	rect	green
chr5	3200000	3299999	1	rect	green
chr5	3300000	3399999	3	rect	green
chr5	3400000	3499999	2	rect	green
chr5	3500000	3599999	3	rect	green
chr5	3600000	3699999	3	rect	green
chr5	3700000	3799999	1	rect	green
chr5	3800000	3899999	2	rect	green
chr5	3900000	3999999	4	rect	green
chr5	4000000	4099999	4	rect	green
chr5	4100000	4199999	3	rect	green
chr5	4200000	4299999	2	rect	green
chr5	4300000	4399999	1	rect	green
chr5	4500000	4599999	1	rect	green
chr5	4600000	4699999	2	rect	green
chr5	4700000	4799999	5	rect	green
chr5	4800000	4899999	3	rect	green
chr5	5100000	5199999	1	rect	green
chr5	5200000	5299999	5	rect	green
chr5	5300000	5399999	2	rect	green
chr5	5400000	5499999	1	rect	green
chr5	5600000	5699999	3	rect	green
chr5	5700000	5799999	2	rect	green
chr5	5800000	5899999	1	rect	green
chr5	5900000	5999999	1	rect	green
chr5	6000000	6099999	3	rect	green
chr5	6100000	6199999	2	rect	green
chr5	6300000	6399999	1	rect	green
chr5	6400000	6499999	3	rect	green
chr5	6500000	6599999	3	rect	green
chr5	6600000	6699999	3	rect	green
chr5	6700000	6799999	1	rect	green
chr5	6800000	6899999	3	rect	green
chr5	6900000	6999999	2	rect	green
chr5	7000000	7099999	4	rect	green
chr5	7100000	7199999	1	rect	green
chr5	7200000	7299999	1	rect	green
chr5	7300000	7399999	3	rect	green
chr5	7400000	7499999	3	rect	green
chr5	7600000	7699999	1	rect	green
chr5	7800000	7899999	6	rect	green
chr5	7900000	7999999	2	rect	green
chr5	8000000	8099999	3	rect	green
chr5	8100000	8199999	2	rect	green
chr5	8200000	8299999	1	rect	green
chr5	8300000	8399999	4	rect	green
chr5	8400000	8499999	3	rect	green
chr5	8500000	8599999	5	rect	green
chr5	8600000	8699999	4	rect	green
chr5	8700000	8799999	3	rect	green
chr5	8900000	8999999	1	rect	green
chr5	9000000	9099999	1	rect	green
chr5	9100000	9199999	3	rect	green
chr5	9200000	9299999	7	rect	green
chr5	9300000	9399999	2	rect	green
chr5	9500000	9599999	6	rect	green
chr5	9600000	9699999	4	rect	green
chr5	9700000	9799999	3	rect	green
chr5	9800000	9899999	1	rect	green
chr5	9900000	9999999	1	rect	green
chr5	10000000	10099999	3	rect	green
chr5	10100000	10199999	2	rect	green
chr5	10200000	10299999	2	rect	green
chr5	10300000	10399999	4	rect	green
chr5	10400000	10499999	3	rect	green
chr5	10500000	10599999	2	rect	green
chr5	10600000	10699999	1	rect	green
chr5	10700000	10799999	4	rect	green
chr5	10800000	10899999	2	rect	green
chr5	10900000	10999999	2	rect	green
chr5	11000000	11099999	3	rect	green
chr5	11200000	11299999	1	rect	green
chr5	11300000	11399999	1	rect	green
chr5	11400000	11499999	1	rect	green
chr5	11500000	11599999	2	rect	green
chr5	11700000	11799999	3	rect	green
chr5	11800000	11899999	6	rect	green
chr5	11900000	11999999	2	rect	green
chr5	12000000	12099999	3	rect	green
chr5	12100000	12199999	2	rect	green
chr5	12200000	12299999	3	rect	green
chr5	12300000	12399999	4	rect	green
chr5	12400000	12499999	2	rect	green
chr5	12500000	12599999	3	rect	green
chr5	12600000	12699999	2	rect	green
chr5	12700000	12799999	2	rect	green
chr5	12800000	12899999	4	rect	green
chr5	13000000	13099999	2	rect	green
chr5	13100000	13199999	2	rect	green
chr5	13200000	13299999	1	rect	green
chr5	13400000	13499999	4	rect	green
chr5	13500000	13599999	4	rect	green
chr5	13600000	13699999	1	rect	green
chr5	13700000	13799999	2	rect	green
chr5	13900000	13999999	1	rect	green
chr5	14000000	14099999	6	rect	green
chr5	14300000	14399999	2	rect	green
chr5	14400000	14499999	4	rect	green
chr5	14500000	14599999	3	rect	green
chr5	14600000	14699999	1	rect	green
chr5	14700000	14799999	6	rect	green
chr5	14800000	14899999	2	rect	green
chr5	14900000	14999999	4	rect	green
chr5	15000000	15099999	2	rect	green
chr5	15100000	15199999	3	rect	green
chr5	15300000	15399999	2	rect	green
chr5	15400000	15499999	3	rect	green
chr5	15500000	15599999	1	rect	green
chr5	15600000	15699999	2	rect	green
chr5	15700000	15799999	2	rect	green
chr5	15800000	15899999	3	rect	green
chr5	15900000	15999999	4	rect	green
chr5	16100000	16199999	1	rect	green
chr5	16200000	16299999	6	rect	green
chr5	16300000	16399999	3	rect	green
chr5	16400000	16499999	3	rect	green
chr5	16500000	16599999	5	rect	green
chr5	16600000	16699999	1	rect	green
chr5	16700000	16799999	5	rect	green
chr5	17100000	17199999	1	rect	green
chr5	17200000	17299999	3	rect	green
chr5	17300000	17399999	1	rect	green
chr5	17500000	17599999	4	rect	green
chr5	17600000	17699999	3	rect	green
chr5	17700000	17799999	2	rect	green
chr5	17800000	17899999	6	rect	green
chr5	17900000	17999999	4	rect	green
chr5	18000000	18099999	3	rect	green
chr5	18100000	18199999	1	rect	green
chr5	18300000	18399999	2	rect	green
chr5	18500000	18599999	3	rect	green
chr5	18600000	18699999	2	rect	green
chr5	18800000	18899999	5	rect	green
chr5	18900000	18999999	4	rect	green
chr5	19000000	19099999	6	rect	green
chr5	19100000	19199999	1	rect	green
chr5	19200000	19299999	1	rect	green
chr5	19400000	19499999	2	rect	green
chr5	19500000	19599999	2	rect	green
chr5	19800000	19899999	2	rect	green
chr5	19900000	19999999	3	rect	green
chr5	20000000	20099999	2	rect	green
chr5	20100000	20199999	3	rect	green
chr5	20200000	20299999	2	rect	green
chr5	20300000	20399999	5	rect	green
chr5	20400000	20499999	1	rect	green
chr5	20500000	20599999	1	rect	green
chr5	20600000	20699999	3	rect	green
chr5	20700000	20799999	2	rect	green
chr5	20800000	20899999	1	rect	green
chr5	20900000	20999999	3	rect	green
chr5	21000000	21099999	5	rect	green
chr5	21100000	21199999	3	rect	green
chr5	21200000	21299999	1	rect	green
chr5	21400000	21499999	1	rect	green
chr5	21600000	21699999	3	rect	green
chr5	21700000	21799999	3	rect	green
chr5	21800000	21899999	3	rect	green
chr5	22000000	22099999	6	rect	green
chr5	22100000	22199999	1	rect	green
chr5	22200000	22299999	2	rect	green
chr5	22300000	22399999	1	rect	green
chr5	22400000	22499999	2	rect	green
chr5	22600000	22699999	2	rect	green
chr5	22800000	22899999	2	rect	green
chr5	22900000	22999999	2	rect	green
chr5	23100000	23199999	2	rect	green
chr5	23300000	23399999	2	rect	green
chr5	23400000	23499999	1	rect	green
chr5	23500000	23599999	5	rect	green
chr5	23600000	23699999	3	rect	green
chr5	23700000	23799999	3	rect	green
chr5	23800000	23899999	1	rect	green
chr5	23900000	23999999	2	rect	green
chr5	24200000	24299999	1	rect	green
chr5	24300000	24399999	1	rect	green
chr5	24400000	24499999	3	rect	green
chr5	24500000	24599999	1	rect	green
chr5	24600000	24699999	1	rect	green
chr5	24700000	24799999	2	rect	green
chr5	24800000	24899999	1	rect	green
chr5	24900000	24999999	4	rect	green
chr5	25000000	25099999	4	rect	green
chr5	25100000	25199999	2	rect	green
chr5	25300000	25399999	2	rect	green
chr5	25400000	25499999	1	rect	green
chr5	25500000	25599999	2	rect	green
chr5	25600000	25699999	5	rect	green
chr5	25700000	25799999	1	rect	green
chr5	25800000	25899999	3	rect	green
chr5	25900000	25999999	4	rect	green
chr5	26000000	26099999	1	rect	green
chr5	26100000	26199999	2	rect	green
chr5	26200000	26299999	1	rect	green
chr5	26300000	26399999	3	rect	green
chr5	26400000	26499999	3	rect	green
chr5	26500000	26599999	1	rect	green
chr5	26600000	26699999	2	rect	green
chr5	26700000	26799999	1	rect	green
chr5	26800000	26899999	8	rect	green
chr5	26900000	26999999	3	rect	green
chr5	27000000	27099999	1	rect	green
chr5	27100000	27199999	2	rect	green
chr5	27300000	27399999	3	rect	green
chr5	27500000	27599999	6	rect	green
chr5	27600000	27699999	2	rect	green
chr5	27700000	27799999	3	rect	green
chr5	27800000	27899999	2	rect	green
chr5	27900000	27999999	2	rect	green
chr5	28000000	28099999	1	rect	green
chr5	28200000	28299999	1	rect	green
chr5	28300000	28399999	4	rect	green
chr5	28400000	28499999	2	rect	green
chr5	28500000	28599999	2	rect	green
chr5	28600000	28699999	2	rect	green
chr5	28700000	28799999	2	rect	green
chr5	29000000	29099999	4	rect	green
chr5	29200000	29299999	3	rect	green
chr5	29400000	29499999	3	rect	green
chr5	29600000	29699999	5	rect	green
chr5	29700000	29799999	1	rect	green
chr5	29800000	29899999	1	rect	green
chr5	29900000	29999999	3	rect	green
chr5	30000000	30099999	1	rect	green
chr5	30100000	30199999	5	rect	green
chr5	30400000	30499999	1	rect	green
chr5	30500000	30599999	3	rect	green
chr5	30600000	30699999	4	rect	green
chr5	30800000	30899999	3	rect	green
chr5	30900000	30999999	1	rect	green
chr5	31200000	31299999	2	rect	green
chr5	31300000	31399999	4	rect	green
chr5	31400000	31499999	5	rect	green
chr5	31500000	31599999	2	rect	green
chr5	31600000	31699999	6	rect	green
chr5	31700000	31799999	4	rect	green
chr5	31800000	31899999	2	rect	green
chr5	31900000	31999999	3	rect	green
chr5	32000000	32099999	4	rect	green
chr5	32100000	32199999	8	rect	green
chr5	32200000	32299999	3	rect	green
chr5	32300000	32399999	5	rect	green
chr5	32400000	32499999	4	rect	green
chr5	32500000	32599999	1	rect	green
chr5	32600000	32699999	5	rect	green
chr5	32700000	32799999	2	rect	green
chr5	32800000	32899999	4	rect	green
chr5	32900000	32999999	4	rect	green
chr5	33000000	33099999	3	rect	green
chr5	33100000	33199999	2	rect	green
chr5	33200000	33299999	1	rect	green
